2436,1.59271,12.2853,1.55576
2435,4.50402,12.1028,0.128721
2434,2.86822,10.0707,-11.2619
2433,1.80151,7.88331,0.15699
2432,1.23617,9.56243,-1.69547
2431,1.78891,10.1893,-3.18228
2430,-1.38792,6.28267,1.5564
2429,1.52121,10.9578,-1.9017
2428,4.6744,12.4875,-1.20795
2427,3.62768,10.9405,-4.0887
2426,5.15632,10.1219,-2.88966
2425,4.40265,12.0698,-8.7322
2424,5.39053,12.4418,-0.37378
2423,2.58234,13.5799,3.28479
2422,3.39832,13.2144,-3.05402
2421,6.52225,14.4725,-9.51696
2420,5.72926,9.15093,-2.03098
2419,1.12831,10.913,-0.699368
2418,6.65203,11.3676,-8.13215
2417,4.13992,15.0677,-2.60073
2416,1.78906,13.7797,-0.808159
2415,3.8799,10.0906,-3.05311
2414,6.36869,13.6837,-1.91725
2413,5.57603,9.09126,-0.0649893
2412,2.01651,8.45,-6.04866
2411,0.714638,16.6857,6.41785
2410,4.91735,10.8358,-2.97822
2409,3.71973,13.2254,-4.32899
2408,5.3699,11.1718,-0.29199
2407,5.91182,9.30231,-2.34275
2406,5.80945,9.01698,-5.47317
2405,5.90344,11.2896,-3.37213
2404,5.38813,13.2407,-1.16059
2403,3.93408,12.1864,-4.46159
2402,0.353468,6.21611,-0.485783
2401,5.30566,12.4575,-6.8924
2400,6.03148,10.7201,-3.94068
2399,3.01532,15.4798,2.50892
2398,6.12238,9.72242,-2.27212
2397,1.40665,13.1218,3.98348
2396,1.42923,15.7119,7.11429
2395,8.46402,10.1254,-6.48079
2394,6.90942,16.0927,-7.24491
2393,5.81138,9.89527,-3.92163
2392,4.73514,8.41413,-5.01581
2391,8.42979,12.7975,-1.86964
2390,5.44887,10.3023,-1.0833
2389,7.93389,11.4544,-3.59174
2388,3.25821,11.1875,-1.37328
2387,2.54641,15.9549,5.15888
2386,5.19334,9.25874,-2.19609
2385,6.73383,8.42314,-4.17783
2384,3.3136,10.3549,4.41106
2383,3.31214,11.7485,3.05008
2382,2.55799,10.679,1.28145
2381,5.55732,10.3008,-0.599299
2380,6.58777,11.4777,1.07507
2379,9.05575,12.9567,-5.1878
2378,6.85813,10.982,0.0884373
2377,9.08752,14.1423,-6.26795
2376,6.64172,7.46871,-3.25768
2375,6.44077,10.3469,-5.01044
2374,5.52202,11.6692,1.47027
2373,0.947035,10.0029,4.07382
2372,7.47003,13.3145,2.82896
2371,2.82947,7.12944,-5.67202
2370,5.89014,14.0657,4.97366
2369,6.3496,14.9297,2.23426
2368,6.92103,8.6573,-2.38362
2367,9.73915,14.1592,-4.34806
2366,7.68485,13.4026,-3.66163
2365,6.67574,9.7203,-8.98336
